text,retweet_count,like_count,quote_count,processed_text,vectorized_processed_text,score,rounded_score
2021-11-11T18:42:57.000Z,0,0,0,['2021-11-11t18:42:57.000z'],[0 0 0 ... 0 0 0],0,0
"CEO da Ametek afirma que empresas querem “remover” trabalho  humano: segundo David Zapico, sua empresa de robótica está  “disparando todos os cilindros” para atender a demanda. Nos EUA,  por causa da pandemia e escassez de mão-de-obra, cerca de um  terço das empresas estão",0,0,0,"['ceo', 'da', 'ametek', 'afirma', 'que', 'empresa', 'querem', '“', 'remov', '”', 'trabalho', 'humano', ':', 'segundo', 'david', 'zapico', ',', 'sua', 'empresa', 'de', 'robótica', 'está', '“', 'disparando', 'todo', 'os', 'cilindro', '”', 'para', 'atend', 'demanda', '.', 'no', 'eua', ',', 'por', 'causa', 'da', 'pandemia', 'e', 'escassez', 'de', 'mão-de-obra', ',', 'cerca', 'de', 'um', 'terço', 'da', 'empresa', 'estão']",[0 3 0 ... 0 0 0],0,0
Indian energy firm Secure Meters acquires Swiss smart grid solutions company | #ETEnergy https://t.co/6mdSuqsbrD,0,1,0,"['indian', 'energi', 'firm', 'secur', 'meter', 'acquir', 'swiss', 'smart', 'grid', 'solut', 'compani', '|', '#', 'etenergi', 'http', ':', '//t.co/6mdsuqsbrd']",[1 0 0 ... 0 0 0],1,0
1458812266585812992,0,0,0,['1458812266585812992'],[0 0 0 ... 0 0 0],0,0
1458853461567619079,0,0,0,['1458853461567619079'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:57:03.000Z,0,0,0,['2021-11-11t18:57:03.000z'],[0 0 0 ... 0 0 0],0,0
1458871314136064002,281,0,0,['1458871314136064002'],[0 0 0 ... 0 0 0],281,280
1458843392624893952,34,0,0,['1458843392624893952'],[0 0 0 ... 0 0 0],34,35
"@Alejandrooromay Mira la ARGENTINA del EVASOR DUJOVNE y Macri, yo vivo en Casasco Moreno, aquí el referente de Juntos, CIGNA, ya se fue a lo del SASTRE",0,0,0,"['@', 'alejandrooromay', 'mira', 'la', 'argentina', 'del', 'evasor', 'dujovn', 'macri', ',', 'yo', 'vivo', 'en', 'casasco', 'moreno', ',', 'aquí', 'el', 'referent', 'de', 'junto', ',', 'cigna', ',', 'ya', 'se', 'fue', 'lo', 'del', 'sastr']",[0 4 0 ... 0 0 0],0,0
1458871484210941960,0,3,0,['1458871484210941960'],[0 0 0 ... 0 0 0],3,5
4893474783,0,0,0,['4893474783'],[0 0 0 ... 0 0 0],0,0
"RT @WilMochileando: LA NUEVA EXHIBICIÓN EN NEW YORK 😍

¡Siguen añadiendo nuevas actividades en NYC! Ya abrió la exhibición de Yayoi Kusama…",40,0,0,"['rt', '@', 'wilmochileando', ':', 'la', 'nueva', 'exhibición', 'en', 'new', 'york', '😍', '¡siguen', 'añadiendo', 'nueva', 'actividad', 'en', 'nyc', '!', 'ya', 'abrió', 'la', 'exhibición', 'de', 'yayoi', 'kusama…']",[0 0 0 ... 0 0 0],40,40
1458860659593023493,0,0,0,['1458860659593023493'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:31:18.000Z,4,0,0,['2021-11-11t18:31:18.000z'],[0 0 0 ... 0 0 0],4,5
FY2021 EPS Estimates for Nektar Therapeutics Cut by Analyst $NKTR https://t.co/2vgqtndeHi,0,0,0,"['fy2021', 'ep', 'estim', 'nektar', 'therapeut', 'cut', 'analyst', '$', 'nktr', 'http', ':', '//t.co/2vgqtndehi']",[0 0 0 ... 0 0 0],0,0
Nektar Therapeutics Expected to Post FY2021 Earnings of -$2.89 Per Share $NKTR https://t.co/TYrFroACN2 #stocks,0,0,0,"['nektar', 'therapeut', 'expect', 'post', 'fy2021', 'earn', '-', '$', '2.89', 'per', 'share', '$', 'nktr', 'http', ':', '//t.co/tyrfroacn2', '#', 'stock']",[1 0 0 ... 0 0 0],0,0
2021-11-10T15:59:11.000Z,0,0,0,['2021-11-10t15:59:11.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:12:02.000Z,6,0,0,['2021-11-11t18:12:02.000z'],[0 0 0 ... 0 0 0],6,5
1458871479819546631,0,3,0,['1458871479819546631'],[0 0 0 ... 0 0 0],3,5
2021-11-11T12:56:54.000Z,0,0,0,['2021-11-11t12:56:54.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T14:56:08.000Z,2,13,0,['2021-11-11t14:56:08.000z'],[0 0 0 ... 0 0 0],15,15
1458861080135061514,0,0,0,['1458861080135061514'],[0 0 0 ... 0 0 0],0,0
2021-11-10T20:51:18.000Z,0,0,0,['2021-11-10t20:51:18.000z'],[0 0 0 ... 0 0 0],0,0
1458590030755205125,1,1,0,['1458590030755205125'],[0 0 0 ... 0 0 0],2,0
Media Buying Briefing: ‘Learn fast in order to act faster’: Q&amp;A with Omnicom Media Group’s new global CEO Flo Adamski https://t.co/i0Yz1aby0k,0,0,0,"['media', 'buy', 'brief', ':', '‘', 'learn', 'fast', 'order', 'act', 'faster', '’', ':', 'q', '&', 'amp', ';', 'a', 'omnicom', 'media', 'group', '’', 'new', 'global', 'ceo', 'flo', 'adamski', 'http', ':', '//t.co/i0yz1aby0k']",[0 0 0 ... 0 0 0],0,0
235505499,3,0,0,['235505499'],[0 0 0 ... 0 0 0],3,5
1458860992583057409,4,11,0,['1458860992583057409'],[0 0 0 ... 0 0 0],15,15
2021-11-11T18:57:22.000Z,915,0,0,['2021-11-11t18:57:22.000z'],[0 0 0 ... 0 0 0],915,915
2021-11-11T18:05:18.000Z,0,0,0,['2021-11-11t18:05:18.000z'],[0 0 0 ... 0 0 0],0,0
1458847546793599001,0,0,0,['1458847546793599001'],[0 0 0 ... 0 0 0],0,0
1458867411067846659,0,0,0,['1458867411067846659'],[0 0 0 ... 0 0 0],0,0
2021-11-11T14:29:07.000Z,0,0,0,['2021-11-11t14:29:07.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:03:59.000Z,0,0,0,['2021-11-11t17:03:59.000z'],[0 0 0 ... 0 0 0],0,0
1458870173880881152,2,0,0,['1458870173880881152'],[0 0 0 ... 0 0 0],2,0
1136183479769718784,0,0,0,['1136183479769718784'],[0 0 0 ... 0 0 0],0,0
1458835040260050956,0,0,0,['1458835040260050956'],[0 0 0 ... 0 0 0],0,0
RT @EconomicTimes: #LeadStoryOnET | #Solar tycoon #Adani now wants to make cheapest #hydrogen on Earth https://t.co/Kt01LTDaWm,10,0,0,"['rt', '@', 'economictim', ':', '#', 'leadstoryonet', '|', '#', 'solar', 'tycoon', '#', 'adani', 'want', 'make', 'cheapest', '#', 'hydrogen', 'earth', 'http', ':', '//t.co/kt01ltdawm']",[4 0 0 ... 0 0 0],10,10
2021-11-11T18:13:41.000Z,1,2,0,['2021-11-11t18:13:41.000z'],[0 0 0 ... 0 0 0],3,5
RT @813carguy: There's only one explanation. @bullyray5150 is clearly a time traveler and already knows the future. Tune in to @BustedOpenR…,2,0,0,"['rt', '@', '813carguy', ':', 'there', ""'s"", 'one', 'explan', '.', '@', 'bullyray5150', 'clearli', 'time', 'travel', 'alreadi', 'know', 'futur', '.', 'tune', '@', 'bustedopenr…']",[0 0 0 ... 0 0 0],2,0
3164706062,12,0,0,['3164706062'],[0 0 0 ... 0 0 0],12,10
2021-11-11T18:57:02.000Z,37,0,0,['2021-11-11t18:57:02.000z'],[0 0 0 ... 0 0 0],37,35
2021-11-11T18:56:50.000Z,5,0,0,['2021-11-11t18:56:50.000z'],[0 0 0 ... 0 0 0],5,5
2021-11-10T01:06:50.000Z,3,0,0,['2021-11-10t01:06:50.000z'],[0 0 0 ... 0 0 0],3,5
1458870825612890119,0,0,0,['1458870825612890119'],[0 0 0 ... 0 0 0],0,0
Wynn Resorts is a best-in-class casino pick at Hedgeye to see 30% rally https://t.co/Vseqy9CoPO via SeekingAlpha #news #SeekingAlpha,0,0,0,"['wynn', 'resort', 'best-in-class', 'casino', 'pick', 'hedgey', 'see', '30', '%', 'ralli', 'http', ':', '//t.co/vseqy9copo', 'via', 'seekingalpha', '#', 'news', '#', 'seekingalpha']",[2 0 0 ... 0 0 0],0,0
2021-11-11T18:54:30.000Z,9,13,0,['2021-11-11t18:54:30.000z'],[0 0 0 ... 0 0 0],22,20
2021-11-09T09:29:35.000Z,0,0,0,['2021-11-09t09:29:35.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T03:05:10.000Z,0,0,0,['2021-11-11t03:05:10.000z'],[0 0 0 ... 0 0 0],0,0
1458691220323155972,0,0,0,['1458691220323155972'],[0 0 0 ... 0 0 0],0,0
1086859863261671424,0,0,0,['1086859863261671424'],[0 0 0 ... 0 0 0],0,0
1458871479597215753,0,32,1,['1458871479597215753'],[0 0 0 ... 1 0 0],33,35
1358916417471598594,5,0,0,['1358916417471598594'],[0 0 0 ... 0 0 0],5,5
1458859357731446788,0,0,0,['1458859357731446788'],[0 0 0 ... 0 0 0],0,0
2021-11-09T17:53:23.000Z,1,0,0,['2021-11-09t17:53:23.000z'],[0 0 0 ... 0 0 0],1,0
2021-11-11T16:39:22.000Z,0,0,0,['2021-11-11t16:39:22.000z'],[0 0 0 ... 0 0 0],0,0
1917123114,0,0,0,['1917123114'],[0 0 0 ... 0 0 0],0,0
2021-11-11T12:33:25.000Z,0,0,0,['2021-11-11t12:33:25.000z'],[0 0 0 ... 0 0 0],0,0
RT @AlchemyPay: We are excited to announce a strategic partnership with @Neo_Blockchain to enable NEO for global payments including Shopify…,271,0,0,"['rt', '@', 'alchemypay', ':', 'we', 'excit', 'announc', 'strateg', 'partnership', '@', 'neo_blockchain', 'enabl', 'neo', 'global', 'payment', 'includ', 'shopify…']",[0 0 0 ... 0 0 0],271,270
2021-11-11T18:57:09.000Z,30,0,0,['2021-11-11t18:57:09.000z'],[0 0 0 ... 0 0 0],30,30
2021-11-10T21:35:26.000Z,2,0,0,['2021-11-10t21:35:26.000z'],[0 0 0 ... 0 0 0],2,0
731849660059504640,0,0,0,['731849660059504640'],[0 0 0 ... 0 0 0],0,0
1458868510025781256,0,0,0,['1458868510025781256'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:26:08.000Z,0,0,0,['2021-11-11t17:26:08.000z'],[0 0 0 ... 0 0 0],0,0
1458819585151492102,0,0,0,['1458819585151492102'],[0 0 0 ... 0 0 0],0,0
1315434407692509184,0,0,0,['1315434407692509184'],[0 0 0 ... 0 0 0],0,0
2021-11-11T16:40:52.000Z,1,0,0,['2021-11-11t16:40:52.000z'],[0 0 0 ... 0 0 0],1,0
2021-11-11T09:25:30.000Z,0,0,0,['2021-11-11t09:25:30.000z'],[0 0 0 ... 0 0 0],0,0
1458835701659807756,25,0,0,['1458835701659807756'],[0 0 0 ... 0 0 0],25,25
2021-11-11T02:52:08.000Z,0,1,0,['2021-11-11t02:52:08.000z'],[0 0 0 ... 0 0 0],1,0
1458871046786863135,261,0,0,['1458871046786863135'],[0 0 0 ... 0 0 0],261,260
2936137560,0,0,0,['2936137560'],[0 0 0 ... 0 0 0],0,0
1389331965875130369,41,0,0,['1389331965875130369'],[0 0 0 ... 0 0 0],41,40
"In our latest podcast, Cadwalader’s Joshua Martinez and Douglas Chiu are joined by Michael Evans of JPMorgan Chase and Raúl Sanchez of Morgan Stanley to host a special #VeteransDay episode. Listen here: https://t.co/yTMYUujVx4",0,0,0,"['in', 'latest', 'podcast', ',', 'cadwalad', '’', 'joshua', 'martinez', 'dougla', 'chiu', 'join', 'michael', 'evan', 'jpmorgan', 'chase', 'raúl', 'sanchez', 'morgan', 'stanley', 'host', 'special', '#', 'veteransday', 'episod', '.', 'listen', ':', 'http', ':', '//t.co/ytmyuujvx4']",[1 1 0 ... 0 0 0],0,0
RT @DNahmis: PXD 184.16 -2.29 -1.23% : Pioneer Natural Resources Company - Yahoo Finance.  Another Sleepy 😴 Joe screw up https://t.co/JUzXo…,1,0,0,"['rt', '@', 'dnahmi', ':', 'pxd', '184.16', '-2.29', '-1.23', '%', ':', 'pioneer', 'natur', 'resourc', 'compani', '-', 'yahoo', 'financ', '.', 'anoth', 'sleepi', '😴', 'joe', 'screw', 'http', ':', '//t.co/juzxo…']",[0 0 0 ... 0 0 0],1,0
"@ryannichols7 I'm flying for the first time since before the pandemic. My last trip was a business class haul to Singapore on Qatar Airways.

Today I'm flying JetBlue coach from BOS to LAX. Pray for me.",0,0,0,"['@', 'ryannichols7', 'i', ""'m"", 'fli', 'first', 'time', 'sinc', 'pandem', '.', 'my', 'last', 'trip', 'busi', 'class', 'haul', 'singapor', 'qatar', 'airway', '.', 'today', 'i', ""'m"", 'fli', 'jetblu', 'coach', 'bo', 'lax', '.', 'pray', '.']",[0 0 0 ... 0 0 0],0,0
1458438307797291013,0,0,0,['1458438307797291013'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:07:32.000Z,0,0,0,['2021-11-11t17:07:32.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:53:07.000Z,0,0,0,['2021-11-11t18:53:07.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:57:17.000Z,0,3,0,['2021-11-11t18:57:17.000z'],[0 0 0 ... 0 0 0],3,5
2021-11-11T18:57:07.000Z,0,0,0,['2021-11-11t18:57:07.000z'],[0 0 0 ... 0 0 0],0,0
1458711114070441985,0,0,0,['1458711114070441985'],[0 0 0 ... 0 0 0],0,0
2021-11-11T13:28:38.000Z,0,0,0,['2021-11-11t13:28:38.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-10T16:23:04.000Z,0,0,0,['2021-11-10t16:23:04.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-10T16:16:14.000Z,0,0,0,['2021-11-10t16:16:14.000z'],[0 0 0 ... 0 0 0],0,0
3032025524,0,0,0,['3032025524'],[0 0 0 ... 0 0 0],0,0
"RT @CheriJacobus: After they break for lunch, the judge will return to the bench wearing a red MAGA hat.  
Prolly.",32,0,0,"['rt', '@', 'cherijacobu', ':', 'after', 'break', 'lunch', ',', 'judg', 'return', 'bench', 'wear', 'red', 'maga', 'hat', '.', 'prolli', '.']",[0 1 0 ... 0 0 0],32,30
2021-11-11T17:38:09.000Z,13,0,0,['2021-11-11t17:38:09.000z'],[0 0 0 ... 0 0 0],13,15
1458832654716096516,0,0,0,['1458832654716096516'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:35:53.000Z,78,0,0,['2021-11-11t18:35:53.000z'],[0 0 0 ... 0 0 0],78,80
1433137980684713992,1,0,0,['1433137980684713992'],[0 0 0 ... 0 0 0],1,0
1458856736933265408,0,0,0,['1458856736933265408'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:28:13.000Z,0,0,0,['2021-11-11t17:28:13.000z'],[0 0 0 ... 0 0 0],0,0
3015335194,0,0,0,['3015335194'],[0 0 0 ... 0 0 0],0,0
2021-11-10T10:05:22.000Z,0,0,0,['2021-11-10t10:05:22.000z'],[0 0 0 ... 0 0 0],0,0
RT @EconomicTimes: #India's #PetroleumMinistry has asked state-run explorer #ONGC to consider selling a 60% stake in its two major oil and…,4,0,0,"['rt', '@', 'economictim', ':', '#', 'india', ""'s"", '#', 'petroleumministri', 'ask', 'state-run', 'explor', '#', 'ongc', 'consid', 'sell', '60', '%', 'stake', 'two', 'major', 'oil', 'and…']",[3 0 0 ... 0 0 0],4,5
2021-11-11T12:30:02.000Z,0,0,0,['2021-11-11t12:30:02.000z'],[0 0 0 ... 0 0 0],0,0
1458870613129502723,0,0,0,['1458870613129502723'],[0 0 0 ... 0 0 0],0,0
1400374881808572418,0,0,0,['1400374881808572418'],[0 0 0 ... 0 0 0],0,0
"FILTER, HOUSING(AMETEK), 278A2175VNP1, US FILTER https://t.co/v8Q22fpX5e eBay",0,0,0,"['filter', ',', 'hous', '(', 'ametek', ')', ',', '278a2175vnp1', ',', 'us', 'filter', 'http', ':', '//t.co/v8q22fpx5', 'ebay']",[0 3 0 ... 0 0 0],0,0
"RT @DrCWerner: Der Impfstoff ist sicher und wirksam. Hoffentlich bald zugelassen durch EMA. Es wird Zeit!!!
#protectthekids https://t.co/2O…",46,0,0,"['rt', '@', 'drcwerner', ':', 'der', 'impfstoff', 'ist', 'sicher', 'und', 'wirksam', '.', 'hoffentlich', 'bald', 'zugelassen', 'durch', 'ema', '.', 'es', 'wird', 'zeit', '!', '!', '!', '#', 'protectthekid', 'http', ':', '//t.co/2o…']",[1 0 0 ... 0 0 0],46,45
1458870675087704070,0,1,1,['1458870675087704070'],[0 0 0 ... 0 0 0],2,0
"RT @MGMResortsIntl: We are thrilled to be recognized as a leading employer for culture, recruitment and policies for veterans, service memb…",1,0,0,"['rt', '@', 'mgmresortsintl', ':', 'we', 'thrill', 'recogn', 'lead', 'employ', 'cultur', ',', 'recruit', 'polici', 'veteran', ',', 'servic', 'memb…']",[0 2 0 ... 0 0 0],1,0
2021-11-11T08:04:57.000Z,0,0,0,['2021-11-11t08:04:57.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T07:51:00.000Z,0,0,0,['2021-11-11t07:51:00.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:41:49.000Z,124,0,0,['2021-11-11t17:41:49.000z'],[0 0 0 ... 0 0 0],124,125
1458869662062563330,0,0,0,['1458869662062563330'],[0 0 0 ... 0 0 0],0,0
2021-11-11T11:45:29.000Z,0,0,0,['2021-11-11t11:45:29.000z'],[0 0 0 ... 0 0 0],0,0
RT @bugwannostra: #QandA Fair Dinkum James Patterson and Chris Uhlmann on the same panel. The tin foil hatters will be out howling at the m…,57,0,0,"['rt', '@', 'bugwannostra', ':', '#', 'qanda', 'fair', 'dinkum', 'jame', 'patterson', 'chri', 'uhlmann', 'panel', '.', 'the', 'tin', 'foil', 'hatter', 'howl', 'm…']",[1 0 0 ... 0 0 0],57,55
2021-11-11T18:52:30.000Z,0,0,0,['2021-11-11t18:52:30.000z'],[0 0 0 ... 0 0 0],0,0
865790035,2,1,0,['865790035'],[0 0 0 ... 0 0 0],3,5
2021-11-11T18:57:17.000Z,0,0,0,['2021-11-11t18:57:17.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-10T12:31:50.000Z,1,0,0,['2021-11-10t12:31:50.000z'],[0 0 0 ... 0 0 0],1,0
1458871148536647686,57,0,0,['1458871148536647686'],[0 0 0 ... 0 0 0],57,55
1458603825036677124,0,1,0,['1458603825036677124'],[0 0 0 ... 0 0 0],1,0
1458166464385622026,0,0,0,['1458166464385622026'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:35:22.000Z,0,0,0,['2021-11-11t18:35:22.000z'],[0 0 0 ... 0 0 0],0,0
"RT @ksavprofit: Government of India asks ONGC to consider selling 60  stake in key oil, gas fields: https://t.co/P1w52GRA2K via @economicti…",1,0,0,"['rt', '@', 'ksavprofit', ':', 'govern', 'india', 'ask', 'ongc', 'consid', 'sell', '60', 'stake', 'key', 'oil', ',', 'ga', 'field', ':', 'http', ':', '//t.co/p1w52gra2k', 'via', '@', 'economicti…']",[0 1 0 ... 0 0 0],1,0
3098328494,3,0,0,['3098328494'],[0 0 0 ... 0 0 0],3,5
2021-11-10T12:02:04.000Z,0,0,0,['2021-11-10t12:02:04.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-10T23:23:42.000Z,103,0,0,['2021-11-10t23:23:42.000z'],[0 0 0 ... 0 0 0],103,105
2021-11-11T03:44:07.000Z,0,0,0,['2021-11-11t03:44:07.000z'],[0 0 0 ... 0 0 0],0,0
1458780057577701381,1,0,0,['1458780057577701381'],[0 0 0 ... 0 0 0],1,0
"OUT NOW – In episode 4 of Undruggable, “The Emerging IPP toolkit,” Amgen's Ray Deshaies chats with @CarolynBertozzi, Professor of Chemistry at @Stanford University, about the history and promise of LYTACs. Click below to listen in!",0,0,0,"['out', 'now', '–', 'in', 'episod', '4', 'undrugg', ',', '“', 'the', 'emerg', 'ipp', 'toolkit', ',', '”', 'amgen', ""'s"", 'ray', 'deshai', 'chat', '@', 'carolynbertozzi', ',', 'professor', 'chemistri', '@', 'stanford', 'univers', ',', 'histori', 'promis', 'lytac', '.', 'click', 'listen', '!']",[0 4 0 ... 0 0 0],0,0
2021-11-11T18:09:04.000Z,7,0,0,['2021-11-11t18:09:04.000z'],[0 0 0 ... 0 0 0],7,5
1458863870970404870,4,0,0,['1458863870970404870'],[0 0 0 ... 0 0 0],4,5
2021-11-11T18:55:47.000Z,24,0,0,['2021-11-11t18:55:47.000z'],[0 0 0 ... 0 0 0],24,25
1458775795728408579,0,0,0,['1458775795728408579'],[0 0 0 ... 0 0 0],0,0
#baidu,0,0,0,"['#', 'baidu']",[1 0 0 ... 0 0 0],0,0
"#opportunity @ MGM Resorts International (Las Vegas, NV) - Administrative Assistant - Housekeeping (Full Time) (Excalibur) https://t.co/XuKuQ7Dlem #Job #JobSeekers #Jobs #LasVegas",0,0,0,"['#', 'opportun', '@', 'mgm', 'resort', 'intern', '(', 'la', 'vega', ',', 'nv', ')', '-', 'administr', 'assist', '-', 'housekeep', '(', 'full', 'time', ')', '(', 'excalibur', ')', 'http', ':', '//t.co/xukuq7dlem', '#', 'job', '#', 'jobseek', '#', 'job', '#', 'lasvega']",[5 1 0 ... 0 0 0],0,0
RT @TomReedNY23: Saddened to hear about the passing of longtime Councilman and former Mayor Frank Coccho. Frank was a Corning institution.…,2,0,0,"['rt', '@', 'tomreedny23', ':', 'sadden', 'hear', 'pass', 'longtim', 'councilman', 'former', 'mayor', 'frank', 'coccho', '.', 'frank', 'corn', 'institution.…']",[0 0 0 ... 0 0 0],2,0
"RT @WilMochileando: LA NUEVA EXHIBICIÓN EN NEW YORK 😍

¡Siguen añadiendo nuevas actividades en NYC! Ya abrió la exhibición de Yayoi Kusama…",40,0,0,"['rt', '@', 'wilmochileando', ':', 'la', 'nueva', 'exhibición', 'en', 'new', 'york', '😍', '¡siguen', 'añadiendo', 'nueva', 'actividad', 'en', 'nyc', '!', 'ya', 'abrió', 'la', 'exhibición', 'de', 'yayoi', 'kusama…']",[0 0 0 ... 0 0 0],40,40
2021-11-11T17:15:31.000Z,2,0,0,['2021-11-11t17:15:31.000z'],[0 0 0 ... 0 0 0],2,0
1458852648686395394,0,0,0,['1458852648686395394'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:41:04.000Z,1,0,0,['2021-11-11t18:41:04.000z'],[0 0 0 ... 0 0 0],1,0
1458549538310877185,0,0,0,['1458549538310877185'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:57:21.000Z,9,0,0,['2021-11-11t18:57:21.000z'],[0 0 0 ... 0 0 0],9,10
1458137717309677577,0,0,0,['1458137717309677577'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:55:17.000Z,1,2,0,['2021-11-11t17:55:17.000z'],[0 0 0 ... 0 0 0],3,5
1458855199452409861,22,0,0,['1458855199452409861'],[0 0 0 ... 0 0 0],22,20
2021-11-10T04:00:04.000Z,0,0,0,['2021-11-10t04:00:04.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T05:54:36.000Z,0,0,0,['2021-11-11t05:54:36.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:46:26.000Z,83,0,0,['2021-11-11t18:46:26.000z'],[0 0 0 ... 0 0 0],83,85
1433619009899876352,0,0,0,['1433619009899876352'],[0 0 0 ... 0 0 0],0,0
R K Singh asks officials to focus on storage of surplus energy | #ETEnergy https://t.co/KqHjcbn8en,0,0,0,"['r', 'k', 'singh', 'ask', 'offici', 'focu', 'storag', 'surplu', 'energi', '|', '#', 'etenergi', 'http', ':', '//t.co/kqhjcbn8en']",[1 0 0 ... 0 0 0],0,0
775878681231257600,64,0,0,['775878681231257600'],[0 0 0 ... 0 0 0],64,65
2021-11-10T22:04:48.000Z,1,5,0,['2021-11-10t22:04:48.000z'],[0 0 0 ... 0 0 0],6,5
1168969546243485698,0,0,0,['1168969546243485698'],[0 0 0 ... 0 0 0],0,0
2021-11-11T08:05:03.000Z,0,0,0,['2021-11-11t08:05:03.000z'],[0 0 0 ... 0 0 0],0,0
1458726075098284034,0,0,0,['1458726075098284034'],[0 0 0 ... 0 0 0],0,0
2021-11-09T09:16:39.000Z,1,0,0,['2021-11-09t09:16:39.000z'],[0 0 0 ... 0 0 0],1,0
1363217131287031809,0,0,0,['1363217131287031809'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:55:50.000Z,0,0,0,['2021-11-11t17:55:50.000z'],[0 0 0 ... 0 0 0],0,0
1453065038609190919,17,0,0,['1453065038609190919'],[0 0 0 ... 0 0 0],17,15
"RT @1benkiss: $NIO new price targets:

Citi PT $87
Morgan Stanley PT $80
Deutsche Bank PT $70
JP Morgan PT $60",43,0,0,"['rt', '@', '1benkiss', ':', '$', 'nio', 'new', 'price', 'target', ':', 'citi', 'pt', '$', '87', 'morgan', 'stanley', 'pt', '$', '80', 'deutsch', 'bank', 'pt', '$', '70', 'jp', 'morgan', 'pt', '$', '60']",[0 0 0 ... 0 0 0],43,45
1458870191069155341,7374,0,0,['1458870191069155341'],[0 0 0 ... 0 0 0],7374,7375
1458871157709545473,111,0,0,['1458871157709545473'],[0 0 0 ... 0 0 0],111,110
2021-11-11T18:57:03.000Z,0,0,0,['2021-11-11t18:57:03.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:14:22.000Z,0,0,0,['2021-11-11t17:14:22.000z'],[0 0 0 ... 0 0 0],0,0
1249460617,30,0,0,['1249460617'],[0 0 0 ... 0 0 0],30,30
2021-11-10T23:36:05.000Z,0,0,0,['2021-11-10t23:36:05.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T18:53:48.000Z,0,1,0,['2021-11-11t18:53:48.000z'],[0 0 0 ... 0 0 0],1,0
1372210619059994634,1,0,0,['1372210619059994634'],[0 0 0 ... 0 0 0],1,0
1458869647294418979,7374,0,0,['1458869647294418979'],[0 0 0 ... 0 0 0],7374,7375
"Wynn-Resorts-CEO Matt Maddox verlässt überraschend seinen Posten
https://t.co/cNeKrW5e9G
#Glücksspiel #Casino https://t.co/rkYlAaeBua",0,0,0,"['wynn-resorts-ceo', 'matt', 'maddox', 'verlässt', 'überraschend', 'seinen', 'posten', 'http', ':', '//t.co/cnekrw5e9g', '#', 'glücksspiel', '#', 'casino', 'http', ':', '//t.co/rkylaaebua']",[2 0 0 ... 0 0 0],0,0
2021-11-11T18:56:58.000Z,0,0,0,['2021-11-11t18:56:58.000z'],[0 0 0 ... 0 0 0],0,0
1308477267815936012,66,0,0,['1308477267815936012'],[0 0 0 ... 0 0 0],66,65
2021-11-11T18:57:15.000Z,0,0,0,['2021-11-11t18:57:15.000z'],[0 0 0 ... 0 0 0],0,0
2021-11-11T17:37:45.000Z,148,0,0,['2021-11-11t17:37:45.000z'],[0 0 0 ... 0 0 0],148,150
1458003942105829379,0,0,0,['1458003942105829379'],[0 0 0 ... 0 0 0],0,0
"RT @WilMochileando: LA NUEVA EXHIBICIÓN EN NEW YORK 😍

¡Siguen añadiendo nuevas actividades en NYC! Ya abrió la exhibición de Yayoi Kusama…",40,0,0,"['rt', '@', 'wilmochileando', ':', 'la', 'nueva', 'exhibición', 'en', 'new', 'york', '😍', '¡siguen', 'añadiendo', 'nueva', 'actividad', 'en', 'nyc', '!', 'ya', 'abrió', 'la', 'exhibición', 'de', 'yayoi', 'kusama…']",[0 0 0 ... 0 0 0],40,40
2021-11-11T18:22:26.000Z,2,5,0,['2021-11-11t18:22:26.000z'],[0 0 0 ... 0 0 0],7,5
1724170381,6,0,0,['1724170381'],[0 0 0 ... 0 0 0],6,5
1458854372973203456,0,0,0,['1458854372973203456'],[0 0 0 ... 0 0 0],0,0
2021-11-10T09:50:19.000Z,0,0,0,['2021-11-10t09:50:19.000z'],[0 0 0 ... 0 0 0],0,0
1086859863261671424,0,0,0,['1086859863261671424'],[0 0 0 ... 0 0 0],0,0
