"Medtech sounds alarm on semiconductor shortages, asks feds to prioritize chips for medical use #MedTech #ico  https://t.co/adgsIM1ZwE",1458858898409021440,2021-11-11T18:07:20.000Z,996318990715838465,0,0,1,0
"Medtech sounds alarm on semiconductor shortages, asks feds to prioritize chips for medical use #MedTech #ico via https://t.co/SkrNjynVVT https://t.co/VGl9FXrXPn",1458858030460719108,2021-11-11T18:03:53.000Z,1432667417583489026,0,0,0,0
"SkyWater Establishes Presence in Indiana’s WestGate@Crane Technology Park, Adjacent to NSWC Crane - https://t.co/PdbOrgH4bS
Indiana’s focus on semiconductor technology and microelectronics innovation is gaining momentum in support of NSWC Crane and the state’s world class univ... https://t.co/A6dtjsPTLj",1458857875846144010,2021-11-11T18:03:16.000Z,803682476350697472,0,0,0,0
"RT @lingualandjp: 半導体不足が深刻が、需要が大きい価格が安い半導体の投資が増えていないので、レガシー半導体など従来型の不足はかなり長引くだろうとのこと。

https://t.co/RqNBvRcXmZ",1458857138751635457,2021-11-11T18:00:20.000Z,3164706062,12,0,0,0
"Medtech sounds alarm on semiconductor shortages, asks feds to prioritize chips for medical use #MedTech #ico via https://t.co/5oYb0tyrsS https://t.co/BsM3wdB1cq",1458855070565646346,2021-11-11T17:52:07.000Z,1439259256939859970,0,0,0,0
RT @richmceachran: Looking to hear about how retailers are managing the semiconductor shortage. What has the impact been on pre-Xmas sales?…,1458854230924697609,2021-11-11T17:48:47.000Z,235505499,3,0,0,0
RT @thehindubiz: #Japan’s Suzuki Motor Corporation said it expected its #automobile sales in India to decline 6% year-on-year and has cut i…,1458853516869455880,2021-11-11T17:45:57.000Z,838083723782406146,5,0,0,0
"Medtech sounds alarm on semiconductor shortages, asks feds to prioritize chips for medical use #MedTech #ico via https://t.co/cBj7YRwrst https://t.co/HaEzzrTGB8",1458853234773213186,2021-11-11T17:44:50.000Z,776724971502444544,0,0,0,0
2021-11-11T17:28:09.000Z,REVERSALtoUP: $IP International Paper Company 📳 TradeIdeas via ⟶ https://t.co/VS8RO1bzXJ,1458849040259424257,121158213,0,0,0,0
2021-11-11T14:08:35.000Z,"Field of Honor now on display in front of International Paper Company In Georgetown 

#chsnews #scnews  https://t.co/T0jOm73u5D",1458798814094102534,18038429,0,0,1,0
2021-11-11T13:45:07.000Z,RT @FraunhoferIEM: @iced2021  - International Conference on #Engineering Design: Nicht dabei gewesen? 🎯 Ein Wrapup und das Paper „Need for…,1458792908153315340,1265917445556113409,1,0,0,0
2021-11-11T06:07:28.000Z,"Greetings, guys. This is Shirley from Qingdao Mannkie International Trade Co.,Ltd, an experienced exporting company selling paper edge board, (PP) hollow sheet and box, and (EPP) box, toy and structural part.
Phone/Wechat/WhatsApp:+86 15376907851
Email: shirley@mannkie.com https://t.co/43WBYxb7ou",1458677737380474884,1433619009899876352,0,0,0,0
2021-11-10T19:06:00.000Z,"@NobleDewitt Completely agree. My 33-year-old son quit college in his junior year. (A number of reasons why). Got in to the paper manufacturing business. Today, he is plant manager for an international paper company and earning twice as much as I ever did in my working career.",1458511275642732551,1109862243930382340,0,1,1,0
2021-11-10T08:51:28.000Z,"Was The Smart Money Right About International Paper Company (IP)?

Before we spend countless hours researching a company, we like to analyze what insiders, hedge funds and billionaire investors think of the stock first.

https://t.co/3hSuPNJG1E https://t.co/ArnfschLaX",1458356623555055619,1251699656733515776,0,0,0,0
2021-11-10T05:51:04.000Z,#Hedge_Funds #News #Is_IP_A_Good_Investment_Right_Now_ Was The Smart Money Right About International Paper Company (IP)? https://t.co/YbNfSUr5G8 https://t.co/HhkKr6EmNW https://t.co/77FZm2MU1G,1458311223468912643,1199800417821048834,0,0,0,0
2021-11-09T16:21:05.000Z,"International Paper Company current quarter revenue growth YoY of 12.10% ranked 2410 out of 5653 companies in our database. 

👉 https://t.co/1M7dhy62Iu $IP

🚀🚀🚀🚀🚀 https://t.co/wCoDY3xmjL",1458107385113948166,1315434407692509184,0,0,0,0
2021-11-09T10:45:24.000Z,"International Network For Natural Sciences - INNSPUB is an open access scholarly research journal publishing company. INNSPUB invite all researcher to submit their research paper, review paper, short communication on upcoming issue 2021. Check out more at…https://t.co/B2vj3RlXHT",1458022906311569412,970057178,0,0,0,0
2021-11-09T05:34:07.000Z,"International Paper Company current quarter revenue growth YoY of 12.10% ranked 2410 out of 5653 companies in our database. 

👉 https://t.co/HJgdAIJDty $IP

🚀🚀🚀🚀🚀 https://t.co/vCLtddal1x",1457944569748852737,1399103920522334219,0,0,0,0
1458505132371443715,1235554537244700677,#StockNews #PBR Is this stock is Attractive? Petroleo Brasileiro S.A. – Petrobras (PBR): Petroleo Brasileiro S.A. – Petrobras (PBR) acknowledged active focus on shares in the last trading session.The stock disclosed a change of 2.44% and its listed… https://t.co/VwyqZ0NRdV,2021-11-10T18:41:35.000Z,0,0,0,0
1458466178431549440,1100450877792370688,$HAL Halliburton Signs Agreement to Advance Subsurface Mineral Exploration https://t.co/vpLh3CqBTy,2021-11-10T16:06:48.000Z,0,0,0,0
1458430836483649536,1061441426838347776,$HAL Halliburton Signs Agreement to Advance Subsurface Mineral Exploration https://t.co/GTlCBQtY7P,2021-11-10T13:46:22.000Z,0,0,0,0
1458375333938405377,4268847267,"RT @LebanonGasOil: Lebanon seeks clarification after Israel’s offshore award to Halliburton
https://t.co/iYY5lXpo1d

The US company will dr…",2021-11-10T10:05:49.000Z,2,0,0,0
1458299241680433153,835459828570939394,"RT @datarade: Tesla is not a technology company. 

It is a defense company. 

Halliburton: Iraq+ WMD
Tesla: O&amp;G/global warming

I’m lucky t…",2021-11-10T05:03:27.000Z,3,0,0,0
1458259361378316292,179810998,@Newsweek Her father lied about the Iraq and Afghanistan wars and made billions of TAX dollars with his company Halliburton. These are the most corrupt greedy people on earth.,2021-11-10T02:24:59.000Z,0,0,4,0
1458246305583665152,1279320637,"@SmythCindy @Suzy2313922857 @mattgaetz Were you crying about that 💩over the past 20 YEARS that were spent on endless wars?  Have you heard about @Halliburton 

What about all the bailouts given to soybean farmers, Airlines, the Ford Motor company, etc????

What about the funds given to #BigPharma?",2021-11-10T01:33:06.000Z,0,0,0,0
1458239692571353095,4843828283,"RT @datarade: Tesla is not a technology company. 

It is a defense company. 

Halliburton: Iraq+ WMD
Tesla: O&amp;G/global warming

I’m lucky t…",2021-11-10T01:06:50.000Z,3,0,0,0
1458202578534244358,1451250907103076360,@mtgreenee NO COMPANY HAS MADE THIS MUCH $ OFF DEAD AMERICANS SINCE HALLIBURTON,2021-11-09T22:39:21.000Z,0,0,0,0
1458141926926925827,197900164,"RT @datarade: Tesla is not a technology company. 

It is a defense company. 

Halliburton: Iraq+ WMD
Tesla: O&amp;G/global warming

I’m lucky t…",2021-11-09T18:38:21.000Z,3,0,0,0
1458497458447822850,1315434407692509184,"Sempra Energy current quarter revenue growth YoY of 14.00% ranked 2284 out of 5653 companies in our database. 

👉 https://t.co/xrpAXzY6iV $SRE

🚀🚀🚀🚀🚀 https://t.co/X49wcQcXCj",2021-11-10T18:11:06.000Z,0,0,0,0
1458479857642479619,2302069044,@SeekingAlpha My review of CA-TX #utility holding company and #LNG developer Sempra $SRE #energy  https://t.co/U1Aft1d0TP,2021-11-10T17:01:09.000Z,0,0,0,0
1458466255061622789,1315434407692509184,"Sempra Energy current quarter revenue growth YoY of 14.00% ranked 2284 out of 5653 companies in our database. 

👉 https://t.co/xrpAXzY6iV $SRE

🚀🚀🚀🚀🚀 https://t.co/gt573cmOni",2021-11-10T16:07:06.000Z,0,0,0,0
1458123770137391111,18940574,"RT @SergioChapa: Sempra Energy's proposed second LNG export terminal in Mexico is ""jumping ahead"" of a stalled U.S. project

Details on the…",2021-11-09T17:26:12.000Z,5,0,0,0
1458039954823647237,191292490,"RT @The_Dialogue: 🕫 Member in the news! 

Tania Ortiz Mena, fmr CEO of IEnova, a leading energy company in Mexico, was appointed as preside…",2021-11-09T11:53:08.000Z,1,0,0,0
1458003826359873539,1006916971961577473,"Liquefied Natural Gas (LNG) Infrastructure: Market 2021 Detailed Global Analysis by Emerging Technology with Top Key Players | Novatek, Sempra Energy, Veresen, Next Decade https://t.co/tw9BBrQRTL",2021-11-09T09:29:35.000Z,0,0,0,0
1457999271643566081,187475562,"Sempra увеличит инвестиции в Техасскую инфраструктуру

09.11.2021 12:08. Калифорнийская коммунальная компания Sempra Energy отчиталась за 3-й квартал в пятницу, 5 ноября. Скорректированный EPS составил $ 1,70 (+29,77%&amp;nbsp;...  https://t.co/4OKBKFwSOK",2021-11-09T09:11:29.000Z,0,0,0,0
1457802965327089664,2920258887,Sempra Energy $SRE Issues FY 2022 Earnings Guidance https://t.co/iA0G8vflm5,2021-11-08T20:11:26.000Z,0,0,0,0
RT @blushbuns: ✨🎁Opening up commissions🎁✨for the holiday season! Custom art makes a wonderful gift for your friends (I’d love to do a group…,755578116785840128,1458871489898418182,2021-11-11T18:57:22.000Z,37,0,0,0
"RT @hotingroup3: 🔥PRANK MUSCLE STRAIGHT BODY CONTEST PROBOLINGGO🔥

💥FULL DURASI  DI GROUP‼
💥GABUNG SEKARANG‼

👉150K Untuk selamanya 🔥
👉Ribu…",1065239006596620288,1458871474664591385,2021-11-11T18:57:18.000Z,725,0,0,0
Wouldnt it be crazy if someone accidentally made their paypal with my credit card in it so igot all their money,799069617612275714,1458871471477071885,2021-11-11T18:57:17.000Z,0,0,3,0
RT @koisprite: I’m a queer disabled survival SW trying to get on my feet. My goal rn is $1000. Please check out my go fund me or donate thr…,262894061,1458871469656756230,2021-11-11T18:57:17.000Z,195,0,0,0
"PayPal is Reportedly Trying to Buy Pinterest for a Whopping $45 Billion
#buildyourbrand  #smallbusiness #personalbranding https://t.co/luiGaRVmFP",2156730495,1458871459221315600,2021-11-11T18:57:15.000Z,0,0,0,0
RT @menhavlupus: Our admin passed Tues. Double vaxxed &amp; COVID killed him. Proceeds from bracelet preorders will help with last expenses. (h…,787790113405145089,1458871455056384011,2021-11-11T18:57:14.000Z,1,0,0,0
"RT @missaprilfindom: I prefer cashapp

If you can't use that I take onlyfans and amazon UK
But also crypto, Btc and doge

No, gifts are not…",879219093676724224,1458871453600956429,2021-11-11T18:57:13.000Z,25,0,0,0
i absolutely fucking hate paypal if they dont unlock my acc im legit gonna have 300usd stuck in the fucking void bc they wont let me do anything with it ever i wanna fucking die :),101847862,1458871445556183041,2021-11-11T18:57:11.000Z,0,1,1,0
"RT @LordSacram: 🚨 SORTEAZO EXPRESS 🚨

 🎖️20 ofertas🎖️ 

🌟 REQUISITOS 🌟

- Dar RT
- Seguir a @BScomunidad__ 

Ganadores en 2 días.

(Pago ví…",810310326822510592,1458871439608713221,2021-11-11T18:57:10.000Z,368,0,0,0
"RT @byesexualbroad: Thank you to the ppl who’ve sent me 💵 so far. I’m still in the negatives so anything would help 💜

$MagnificentMya

htt…",1433538853466427398,1458871426681868292,2021-11-11T18:57:07.000Z,14,0,0,0
76109211,1458523710932099077,"Make the decision to clean your home in a healthier way. 💚 Our products are free from severe chemicals, meaning a healthier clean and improved indoor air quality. 🌍
Shop at:// https://t.co/9bCL9IFd1Z
#PamsGreenClean
#entrepreneur #selfemployed #workfromhome https://t.co/EhCuNPR02C",2021-11-10T19:55:25.000Z,0,0,0,0
1257992548917719040,1458416294655512581,"Do you believe that Air Fresheners clean the air? Let's #scrubthemyth today. Air Fresheners are only perfumes that can cover the malodor of your room which are loaded with harmful chemicals. Check out our all-natural and safer air fresheners - https://t.co/SRcQlk1Pue

#safe #home https://t.co/dGJ9YjVB3W",2021-11-10T12:48:35.000Z,0,1,0,0
76351840,1458337346449854464,"Presiden RI termasuk dalam transformasi #ekonomi dan hilirisasi industri. Penandatanganan Nota Kesepahaman dilakukan Bahlil engan Air Products and Chemicals, Inc (APCI). Kesepakatan investasi besar merupakan invesrasi jangka panjang meliputi pendirian fasilitas gasifikasi untuk",2021-11-10T07:34:52.000Z,0,1,0,0
1269277178421805057,1458283291073781760,"🇺🇸 160 US-listed companies have reported insider transactions, including Loandepot Inc $LDI, Parking REIT Inc $NONE, Livexlive Media Inc $LIVX, Continental Resources Inc $CLR, Claros Mortgage Trust, Inc. $CMTG and Air Products and Chemicals Inc $APD https://t.co/AR4vWGV22C",2021-11-10T04:00:04.000Z,0,0,0,0
745184850,1458130611806347272,"RT @airproducts: Air Products' VP Investor Relations, Corporate Relations &amp; Sustainability, Simon Moore, will speak at Morgan Stanley's Glo…",2021-11-09T17:53:23.000Z,1,0,0,0
1199800417821048834,1458103114498707458,"#Hedge_Funds #Insider_Trading #Air_Products_Chemicals_Inc_APD_ Hedge Fund and Insider Trading News: Millennium Management, Oasis Management. Two Sigma Advisors, Archegos Capital Management, Trium ESG Emissions Impact Fund,… https://t.co/z7w0SnEuyG https://t.co/HhkKr6VYcw https://t.co/GceaksbpP0",2021-11-09T16:04:07.000Z,0,0,0,0
1433054059351588866,1458048886484860932,"Batulicin Enam Sembilan has signed a MoU with Air Products and Chemicals (APCI) on Gas-Chemical Industry Investment in Indonesia. 

Read more: https://t.co/yAsgEVLfHh

#ekonomikro #news #investments #gasification #coal #INDUSTRY #APCI #airproducts #gas #chemical https://t.co/IVovXbSPEI",2021-11-09T12:28:38.000Z,0,0,0,0
1363148693092716552,1458005891844743172,"RT @ArronFarron: #JokowiErickTerusKerja 

Kementerian Investasi atau BKPM mengumumkan bahwa pihaknya baru saja melakukan penandatangan Nota…",2021-11-09T09:37:47.000Z,1,0,0,0
1363148693092716552,1458003095242170370,RT @thirt13n_: Kementerian Investasi atau BKPM mengumumkan bahwa pihaknya baru saja melakukan penandatangan Nota Kesepahaman dengan Air Pro…,2021-11-09T09:26:40.000Z,1,0,0,0
1363148693092716552,1458000572531888129,RT @NatyaNayyala: Kementerian Investasi atau Badan Koordinasi Penanaman Modal mengumumkan bahwa pihaknya baru saja melakukan penandatangan…,2021-11-09T09:16:39.000Z,1,0,0,0
2021-11-11T18:54:09.000Z,RT @alexsrobin: @DyfrigH @Mummin8r @MSWSHAWN @docthewondercat @nurseTTG @PetalConfetti @ketaminh @DrGRuralMD @maureen_ferrari @ImTheMom_TaD…,1458870680405958656,410572471,2,0,0,0
2021-11-11T18:50:17.000Z,RT @alexsrobin: @DyfrigH @Mummin8r @MSWSHAWN @docthewondercat @nurseTTG @PetalConfetti @ketaminh @DrGRuralMD @maureen_ferrari @ImTheMom_TaD…,1458869708745166867,865790035,2,0,0,0
2021-11-11T18:50:12.000Z,"@DyfrigH @Mummin8r @MSWSHAWN @docthewondercat @nurseTTG @PetalConfetti @ketaminh @DrGRuralMD @maureen_ferrari @ImTheMom_TaDa @AllDayERDayRN @Nursingstu_2019 @audasgrant @noob_medic @emergency_CNS @sloddesol @pmeganb @coffeeNCalibers @tiredkiwinurse @lkharvey15 @Linndhop @LoveNotGreed @Hobbs_Nat @megaholt @Langers58 @KattrinBee @earthlywayfarer @Lazonearth @hookey_l @lee_manwaring @PharmaBlue @RozehnalMd @BenZabar @NurseTexas @CanadianKelli @reepRN @Ivy_RN1 @SarcasticLatte @LMTDoulaSarah @_pillsandblades @empathsupreme @LivEaTraveLove @RegReader @reaccionapr @NatLauter @gypsysoul214 Got a question for #Medtwitter: thoughts on mixing #CovidVaccine brands? E.g. my first two doses were Pfizer, for the #booster I can get Moderna through work (easiest option) or seek out Pfizer (inconvenient but not difficult I think)",1458869688197271568,865790035,2,2,1,0
2021-11-11T18:35:35.000Z,"RT @CGMeifangZhang: From 0:00-0:45 on November 11th, 382 brands have achieved sales of over 100 million yuan in just 45 minutes through #TM…",1458866007225864194,736662723824635909,4,0,0,0
2021-11-11T18:17:16.000Z,RT @shizunologist: i can’t stress how much of an embarrassing waste of time leaving negative comments on fic is. you don’t look like a cool…,1458861399942307843,1453065038609190919,17,0,0,0
2021-11-11T18:10:37.000Z,RT @shizunologist: i can’t stress how much of an embarrassing waste of time leaving negative comments on fic is. you don’t look like a cool…,1458859727446814722,1166779105540497408,17,0,0,0
2021-11-11T18:06:09.000Z,"638 Ratings 100% 5 Stars

Cold Email Mastery

The Easy and Proven Cold Email System
That Helps Freelancers and Agency Owners
To Land 4, 5, and 6 Figure Monthly Deals
With Brands and Businesses in Different Niches
Like Clock Work.

https://t.co/jSG3NmSrqu (aff)",1458858600575684611,1363217131287031809,0,0,0,0
2021-11-11T18:03:45.000Z,"RT @CGMeifangZhang: From 0:00-0:45 on November 11th, 382 brands have achieved sales of over 100 million yuan in just 45 minutes through #TM…",1458857997627641873,1365534491410718722,4,0,0,0
2021-11-11T18:00:00.000Z,"-

عروض جميلة من موقع #نون 
1- قلاية هوائية بـ99 ريال فقط😍
https://t.co/UzpdMyuqXh

2- أدوات تقطيع خضار بـ12 ريال فقط😍
https://t.co/tHm12ZLWqW

3- خيط أسنان بـ111 ريال فقط 😍
https://t.co/sD6OmNE8K8
4- علبة للماء مع وضع الأدوية بـ12 ريال😍
https://t.co/OCiSSBSjHr",1458857055184310278,1441008075884924929,0,0,0,0
2021-11-11T17:47:43.000Z,RT @shizunologist: i can’t stress how much of an embarrassing waste of time leaving negative comments on fic is. you don’t look like a cool…,1458853964523479050,1238871661102931970,17,0,0,0
2840393289,1458827880914378757,"At the third annual Gasgoo Awards, BorgWarner was recognized for their 800V silicon carbide inverter, referred to as “Viper”. It is the first 800-Volt inverter to use a double-side cooled silicon carbide-based power switch. For more information, visit https://t.co/4k9eSgb3Mi. https://t.co/Orb4SgU66M",2021-11-11T16:04:05.000Z,0,0,7,0
1449053283117580288,1458826860649848835,"Conoce la línea de ⚡#turbocargadores #BorgWarner⚡ en Americantruck 🇪🇨
✅Beneficio: Reducción del consumo de combustible y de las emisiones.
👉Registra tu usuario y accede a nuestro catálogo: https://t.co/PraPzx4Jl5
¡Hacemos envíos a cualquier parte del  #Ecuador! https://t.co/RP2eHYhDXn",2021-11-11T16:00:01.000Z,0,0,0,0
1387578210838265857,1458826856053067782,manooo minha irmã trabalhando na BorgWarner toda de uniforme é td p mim 😭😭❤️,2021-11-11T16:00:00.000Z,0,1,11,0
2840393289,1458801194717958149,"On November 1st, BorgWarner Izmir welcomed a new plant manager, Erkan Zorlu! Erkan has worked with BorgWarner for over 15 years. BorgWarner Izmir is lucky to have you as a part of their team Erkan! #IWorkForBorgWarner https://t.co/VLXI3aXlxv",2021-11-11T14:18:02.000Z,0,0,11,0
1453698145402048512,1458788761756598273,"S500  319217  6240-81-8600 
Borgwarner genuine Komatsu HD 465 engine  in stock #turbo #turbocharger #genuine #Borgwarner https://t.co/A4eRBWu1p6",2021-11-11T13:28:38.000Z,0,0,0,0
1252563438,1458717030857596930,"Insights on Automotive Exhaust Heat Recovery (EHR) System Market: Facts, Figures and Trends 2020-2026 by DANA, Faurecia, SANGO, Borgwarner, T.RAD, BOSAL, and more | Affluence – LSMedia - LSMedia https://t.co/QcWlO9fuP5",2021-11-11T08:43:36.000Z,0,0,0,0
1453698145402048512,1458674502208868355,"S500  319217  6240-81-8600 
Borgwarner genuine Komatsu HD 465 engine  in stock https://t.co/cgO8AQieIG",2021-11-11T05:54:36.000Z,0,0,0,0
1453698145402048512,1458674431027339269,"S500  319217  6240-81-8600 
Borgwarner genuine Komatsu HD 465 engine  in stock #genuineturbo #turbocharger https://t.co/SI4i86LOXD",2021-11-11T05:54:19.000Z,0,0,0,0
1394750790993018881,1458633093636521988,BorgWarner International Harvester Clutch Fan 1689479C1 NOS https://t.co/P7Yi84CWGj eBay https://t.co/U1R6s38FZY,2021-11-11T03:10:04.000Z,0,0,0,0
2860822496,1458576127379705856,"RT @wsi_usa: grbj grmagazine SHRCCI AnnArbor aahom allabouta2 AAObserver
artvan BetterMade BIGGBYCOFFEE BISSELLclean GFSDelivers lazboy lit…",2021-11-10T23:23:42.000Z,103,0,0,0
1436027109831417857,2021-11-11T18:52:49.000Z,1458870344643596316,"RT @Casino_Org: #Wynn Worth $165 a Share in Buyout, Private Equity Circling #LasVegas, Says @CitronResearch  https://t.co/EaheoXsjvl",False,['RU'],2,0,0,0
118758276,2021-11-11T18:33:42.000Z,1458865533009506320,"RT @conspjustice: Le directeur général de la société de casinos Wynn Resorts quittera ses fonctions après le mois de janvier
Le dirigeant q…",,,3,0,0,0
756062949865693186,2021-11-11T17:31:16.000Z,1458849824623804419,"WYNN Stock | Wynn Resorts, Limited Q3 2021 Earnings Call

https://t.co/wKCUxSXbgz",,,0,0,0,0
1373505308048330752,2021-11-11T17:26:48.000Z,1458848700436914179,Maddox Steps Down as CEO of Wynn Resorts Replaced by Billings https://t.co/09ynfVvRyG,,,0,0,0,0
31932718,2021-11-11T16:55:41.000Z,1458840867049914369,"Wynn Resorts Names Billings as New CEO, Replacing Maddox - Bloomberg #LasVegas  https://t.co/AMlVuLKTe2",,,0,0,0,0
31932718,2021-11-11T16:54:33.000Z,1458840583363960837,Wynn Resorts CEO Matt Maddox stepping down in January | KSNV #LasVegas  https://t.co/nr6NW8cqD7,,,0,0,0,0
1283042459489128452,2021-11-11T16:45:12.000Z,1458838227821936650,"Wynn-Resorts-CEO Matt Maddox verlässt überraschend seinen Posten
https://t.co/cNeKrW5e9G
#Glücksspiel #Casino https://t.co/rkYlAaeBua",,,0,0,1,0
576911002,2021-11-11T16:31:50.000Z,1458834867479715840,"Thursday’s Top Analysts Upgrades and Downgrades: Beyond Meat, Coinbase, Disney, DoorDash, GE, GoPro, Plug Power, Unity Software, Wynn Resorts and More – 24/7 Wall St. https://t.co/bbNyHNMaT6",,,0,0,0,0
270492072,2021-11-11T16:16:51.000Z,1458831094434828296,Wynn Resorts is a best-in-class casino pick at Hedgeye to see 30% rally https://t.co/Vseqy9CoPO via SeekingAlpha #news #SeekingAlpha,,,0,0,0,0
31372539,2021-11-11T16:08:04.000Z,1458828884695130117,Wynn Resorts is a best-in-class casino pick at Hedgeye to see 30% rally https://t.co/CzuCkk9CSo https://t.co/7Wt2kUiiCc,,,0,0,0,0
2021-11-11T18:56:40.000Z,RT @denverpost: A woman who struck a flight attendant on American Airlines flight to Aspen from the Dallas-Fort Worth airport earlier this…,134971995,1458871312756068394,18,0,0,0
2021-11-11T18:55:24.000Z,"RT @Chicago1Ray: Mandates are what's causing delays and cancelations not the weather says an American Airlines employee today on @OANN 

Do…",1173251047885639686,1458870994370646039,119,0,0,0
